strike,call_oi,call_gex,call_dex,call_vannex,call_charmex,put_oi,put_gex,put_dex,put_vannex,put_charmex,net_gex,net_dex,net_vannex,net_charmex,put_call_oi_ratio
5905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5920.0,1.0,0.0,655637.01171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655637.01171875,0.0,0.0,
5925.0,125.0,109776455.45323877,57329572.10408872,-3705671.2513512378,-609700.1562849043,0.0,0.0,0.0,0.0,0.0,109776455.45323877,57329572.10408872,-3705671.2513512378,-609700.1562849043,0.0
5930.0,2.0,2769015.3656750554,1039197.2031699274,-241288.4879688947,-20850.576525555014,0.0,0.0,0.0,0.0,0.0,2769015.3656750554,1039197.2031699274,-241288.4879688947,-20850.576525555014,
5935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5960.0,4.0,5453456.52972883,2009899.2065464307,-405340.1605252084,-38013.99286840726,0.0,0.0,0.0,0.0,0.0,5453456.52972883,2009899.2065464307,-405340.1605252084,-38013.99286840726,
5965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5980.0,2.0,2050135.3799388937,920325.8116280764,-80955.07439457286,-11370.842078451153,0.0,0.0,0.0,0.0,0.0,2050135.3799388937,920325.8116280764,-80955.07439457286,-11370.842078451153,
5985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
